Name,Region,Resource ID,Resource Type,Tag Key,Tag Value
–,eu-central-2,subnet-056cbeafff9e589e9,Subnet,,
–,sa-east-1,subnet-05eca59f31d27d3c9,Subnet,,
–,eu-central-2,subnet-0630e213692b92999,Subnet,,
–,ap-southeast-2,subnet-06c39d01332c1f7b1,Subnet,,
–,ap-south-1,subnet-0781fd9e6bad645d4,Subnet,,
–,ap-south-1,subnet-08e157a14ebdb1375,Subnet,,
–,af-south-1,subnet-09396655909f78a6d,Subnet,,
–,af-south-1,subnet-09600ce46c64ab141,Subnet,,
–,us-east-1,subnet-0992bbb87c926702e,Subnet,,
–,us-east-1,subnet-0ad9befcfb31d6e80,Subnet,,
–,ap-southeast-2,subnet-0ae79fec2e108581c,Subnet,,
–,ap-southeast-5,subnet-0c443ff197cf41e77,Subnet,,
–,ap-south-1,subnet-0d343471197b66fe5,Subnet,,
–,us-east-1,subnet-0f9ceb333a2f9ee09,Subnet,,
–,ap-southeast-2,subnet-0fa47408cbd2a072d,Subnet,,
–,ap-southeast-5,subnet-0ff3879124fa4bc8f,Subnet,,
–,us-east-1,vol-0052eb86e40db15b4,Volume,,
–,us-east-1,vol-00f762180c0792767,Volume,,
–,ap-south-1,vol-01addea2c9d37d37a,Volume,,
–,us-east-1,vol-027944bb0350e9f2b,Volume,,
–,af-south-1,vol-05dfeb296b8a7eee3,Volume,,
–,ap-south-1,vol-067df5b8012816d5e,Volume,,
–,sa-east-1,vol-06c50a22119b2d390,Volume,,
–,eu-central-2,vol-0783e070252185383,Volume,,
–,af-south-1,vol-089c5fe967f92d60d,Volume,,
–,eu-central-2,vol-096481d4421dbd916,Volume,,
–,sa-east-1,vol-09e0d87381de6e04d,Volume,,
–,eu-central-2,vol-09ee963abc26efe9e,Volume,,
–,ap-southeast-2,vol-0a30fe8501a40b0f0,Volume,,
–,ap-southeast-2,vol-0ad244febad0b19b6,Volume,,
–,sa-east-1,vol-0b1ed3283cc478a8b,Volume,,
–,ap-south-1,vol-0cf25247eed715911,Volume,,
–,af-south-1,vol-0d712ac7c68b4d364,Volume,,
–,eu-central-2,vol-0d8185097cccab021,Volume,,
–,ap-southeast-2,vol-0ec088a81e40d1dd1,Volume,,
–,ap-southeast-2,vol-0f077c3875da8a09c,Volume,,
–,ap-southeast-2,vpc-02d17f25290468b2c,Vpc,,
–,us-east-1,vpc-0486855c06464fe21,Vpc,,
–,sa-east-1,vpc-071ba354a64493754,Vpc,,
–,af-south-1,vpc-08ec29d18233a97a4,Vpc,,
–,eu-central-2,vpc-09cbea299ad816c9d,Vpc,,
–,ap-southeast-5,vpc-0a1ab9d104fc46f9a,Vpc,,
–,ap-south-1,vpc-0facfda6d83ab2117,Vpc,,
us-east-1a,us-east-1,use1-az1,AvailabilityZone,,
us-east-1b,us-east-1,use1-az2,AvailabilityZone,,
us-east-1c,us-east-1,use1-az4,AvailabilityZone,,
us-east-1d,us-east-1,use1-az6,AvailabilityZone,,
us-east-1e,us-east-1,use1-az3,AvailabilityZone,,
us-east-1f,us-east-1,use1-az5,AvailabilityZone,,
us-east-1-atl-2a,us-east-1,use1-atl2-az1,AvailabilityZone,,
us-east-1-bos-1a,us-east-1,use1-bos1-az1,AvailabilityZone,,
us-east-1-bue-1a,us-east-1,use1-bue1-az1,AvailabilityZone,,
us-east-1-chi-2a,us-east-1,use1-chi2-az1,AvailabilityZone,,
us-east-1-dfw-2a,us-east-1,use1-dfw2-az1,AvailabilityZone,,
us-east-1-foe-wlz-1a,us-east-1,use1-foe1-wlz1,AvailabilityZone,,
us-east-1-iah-2a,us-east-1,use1-iah2-az1,AvailabilityZone,,
us-east-1-lim-1a,us-east-1,use1-lim1-az1,AvailabilityZone,,
us-east-1-mci-1a,us-east-1,use1-mci1-az1,AvailabilityZone,,
us-east-1-mia-2a,us-east-1,use1-mia2-az1,AvailabilityZone,,
us-east-1-msp-1a,us-east-1,use1-msp1-az1,AvailabilityZone,,
us-east-1-nyc-2a,us-east-1,use1-nyc2-az1,AvailabilityZone,,
us-east-1-phl-1a,us-east-1,use1-phl1-az1,AvailabilityZone,,
us-east-1-scl-1a,us-east-1,use1-scl1-az1,AvailabilityZone,,
us-east-1-wl1-atl-wlz-1,us-east-1,use1-wl1-atl-wlz1,AvailabilityZone,,
us-east-1-wl1-bna-wlz-1,us-east-1,use1-wl1-bna-wlz1,AvailabilityZone,,
us-east-1-wl1-bos-wlz-1,us-east-1,use1-wl1-bos-wlz1,AvailabilityZone,,
us-east-1-wl1-chi-wlz-1,us-east-1,use1-wl1-chi-wlz1,AvailabilityZone,,
us-east-1-wl1-clt-wlz-1,us-east-1,use1-wl1-clt-wlz1,AvailabilityZone,,
us-east-1-wl1-dfw-wlz-1,us-east-1,use1-wl1-dfw-wlz1,AvailabilityZone,,
us-east-1-wl1-dtw-wlz-1,us-east-1,use1-wl1-dtw-wlz1,AvailabilityZone,,
us-east-1-wl1-iah-wlz-1,us-east-1,use1-wl1-iah-wlz1,AvailabilityZone,,
us-east-1-wl1-mia-wlz-1,us-east-1,use1-wl1-mia-wlz1,AvailabilityZone,,
us-east-1-wl1-msp-wlz-1,us-east-1,use1-wl1-msp-wlz1,AvailabilityZone,,
us-east-1-wl1-nyc-wlz-1,us-east-1,use1-wl1-nyc-wlz1,AvailabilityZone,,
us-east-1-wl1-tpa-wlz-1,us-east-1,use1-wl1-tpa-wlz1,AvailabilityZone,,
us-east-1-wl1-was-wlz-1,us-east-1,use1-wl1-was-wlz1,AvailabilityZone,,
af-south-1a,af-south-1,afs1-az1,AvailabilityZone,,
af-south-1b,af-south-1,afs1-az2,AvailabilityZone,,
af-south-1c,af-south-1,afs1-az3,AvailabilityZone,,
af-south-1-los-1a,af-south-1,afs1-los1-az1,AvailabilityZone,,
eu-central-2a,eu-central-2,euc2-az1,AvailabilityZone,,
eu-central-2b,eu-central-2,euc2-az2,AvailabilityZone,,
eu-central-2c,eu-central-2,euc2-az3,AvailabilityZone,,
ap-south-1a,ap-south-1,aps1-az1,AvailabilityZone,,
ap-south-1b,ap-south-1,aps1-az3,AvailabilityZone,,
ap-south-1c,ap-south-1,aps1-az2,AvailabilityZone,,
ap-south-1-ccu-1a,ap-south-1,aps1-ccu1-az1,AvailabilityZone,,
ap-south-1-del-1a,ap-south-1,aps1-del1-az1,AvailabilityZone,,
sa-east-1a,sa-east-1,sae1-az1,AvailabilityZone,,
sa-east-1b,sa-east-1,sae1-az2,AvailabilityZone,,
sa-east-1c,sa-east-1,sae1-az3,AvailabilityZone,,
ap-southeast-2a,ap-southeast-2,apse2-az1,AvailabilityZone,,
ap-southeast-2b,ap-southeast-2,apse2-az3,AvailabilityZone,,
ap-southeast-2c,ap-southeast-2,apse2-az2,AvailabilityZone,,
ap-southeast-2-akl-1a,ap-southeast-2,apse2-akl1-az1,AvailabilityZone,,
ap-southeast-2-per-1a,ap-southeast-2,apse2-per1-az1,AvailabilityZone,,
ap-southeast-5a,ap-southeast-5,apse5-az1,AvailabilityZone,,
ap-southeast-5b,ap-southeast-5,apse5-az2,AvailabilityZone,,
ap-southeast-5c,ap-southeast-5,apse5-az3,AvailabilityZone,,
